,4.0-14.0
2019-12-06 17:30:00,6.48934850599e-09
2019-12-06 17:45:00,1.30569377561e-08
2019-12-06 18:00:00,
2019-12-06 18:15:00,1.36950380907e-08
2019-12-06 18:30:00,1.36877097828e-08
2019-12-06 18:45:00,1.28629088833e-08
2019-12-06 19:00:00,1.34345978206e-08
2019-12-06 19:15:00,1.33028046577e-08
2019-12-06 19:30:00,1.27895590624e-08
2019-12-06 19:45:00,1.3647233021e-08
2019-12-06 20:00:00,1.29444968064e-08
2019-12-06 20:15:00,1.26793846081e-08
2019-12-06 20:30:00,1.24368766071e-08
2019-12-06 20:45:00,1.24244640058e-08
2019-12-06 21:00:00,1.20749506614e-08
2019-12-06 21:15:00,1.13888924492e-08
2019-12-06 21:30:00,1.05433675312e-08
2019-12-06 21:45:00,9.04734420422e-09
2019-12-06 22:00:00,8.90563622837e-09
2019-12-06 22:15:00,8.51156411473e-09
2019-12-06 22:30:00,8.39010788218e-09
2019-12-06 22:45:00,8.12490758841e-09
2019-12-06 23:00:00,7.51757149776e-09
2019-12-06 23:15:00,7.25200589934e-09
2019-12-06 23:30:00,6.82611143185e-09
2019-12-06 23:45:00,6.14438417994e-09
2019-12-07 00:00:00,5.44612732672e-09
2019-12-07 00:15:00,5.29601860338e-09
2019-12-07 00:30:00,5.18268649425e-09
